Extraction Date:,5/30/2018,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
School Year,State,Exit Code,Disability,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 14 to 21 total,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or more races,Male,Female,Limited English proficiency,Non-limited English proficiency
2016-2017,Montana,Total exiting school,Intellectual disability,1,2,0,27,28,2,x,x,60,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting special education,Intellectual disability,2,7,4,29,29,2,x,x,73,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Transferred to regular education,Intellectual disability,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Died,Multiple disabilities,0,1,2,1,0,0,x,x,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Dropped out,Multiple disabilities,3,11,12,15,4,0,x,x,45,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,0,0,0,86,80,5,x,x,177,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with regular high school diploma,Multiple disabilities,0,0,0,78,64,4,x,x,151,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,"Moved, known to be continuing",Multiple disabilities,19,22,27,13,0,0,x,x,81,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Reached maximum age,Multiple disabilities,-,-,-,-,0,1,x,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Received a certificate,Multiple disabilities,0,0,0,8,16,1,x,x,26,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting school,Multiple disabilities,3,12,14,102,84,6,x,x,227,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting special education,Multiple disabilities,25,36,44,117,84,6,x,x,318,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Transferred to regular education,Multiple disabilities,3,2,3,2,0,0,x,x,10,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Died,Orthopedic impairment,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Dropped out,Orthopedic impairment,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with regular high school diploma,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,"Moved, known to be continuing",Orthopedic impairment,0,1,0,0,0,0,x,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Reached maximum age,Orthopedic impairment,-,-,-,-,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Received a certificate,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting school,Orthopedic impairment,0,0,0,3,0,0,x,x,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting special education,Orthopedic impairment,0,1,0,3,0,0,x,x,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Transferred to regular education,Orthopedic impairment,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Died,Other health impairment,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Dropped out,Other health impairment,3,15,18,8,5,0,x,x,49,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,0,111,58,0,x,x,169,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with regular high school diploma,Other health impairment,0,0,0,98,53,0,x,x,151,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,"Moved, known to be continuing",Other health impairment,24,19,24,8,1,0,x,x,76,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Reached maximum age,Other health impairment,-,-,-,-,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Received a certificate,Other health impairment,0,0,0,13,5,0,x,x,18,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting school,Other health impairment,3,15,18,119,63,0,x,x,218,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting special education,Other health impairment,29,44,47,133,66,0,x,x,319,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Transferred to regular education,Other health impairment,2,10,5,6,2,0,x,x,25,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Died,Specific learning disability,0,0,0,1,0,0,x,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Dropped out,Specific learning disability,7,17,31,24,12,2,x,x,93,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,0,0,218,137,4,x,x,359,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with regular high school diploma,Specific learning disability,0,0,0,210,134,4,x,x,348,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,"Moved, known to be continuing",Specific learning disability,46,33,24,19,3,0,x,x,125,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Reached maximum age,Specific learning disability,-,-,-,-,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Received a certificate,Specific learning disability,0,0,0,8,3,0,x,x,11,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting school,Specific learning disability,7,17,31,243,149,6,x,x,453,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting special education,Specific learning disability,60,64,72,271,155,6,x,x,628,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Transferred to regular education,Specific learning disability,7,14,17,9,3,0,x,x,50,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Died,Speech or language impairment,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Dropped out,Speech or language impairment,1,0,0,0,0,0,x,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,0,5,3,0,x,x,8,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with regular high school diploma,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,"Moved, known to be continuing",Speech or language impairment,1,0,2,0,0,0,x,x,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Reached maximum age,Speech or language impairment,-,-,-,-,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Received a certificate,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting school,Speech or language impairment,1,0,0,5,3,0,x,x,9,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting special education,Speech or language impairment,6,0,5,6,4,0,x,x,21,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Transferred to regular education,Speech or language impairment,4,0,3,1,1,0,x,x,9,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Died,Traumatic brain injury,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Dropped out,Traumatic brain injury,0,0,0,1,0,0,x,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,0,0,5,0,x,x,6,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with regular high school diploma,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,"Moved, known to be continuing",Traumatic brain injury,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Reached maximum age,Traumatic brain injury,-,-,-,-,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Received a certificate,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting school,Traumatic brain injury,0,0,0,1,5,0,x,x,7,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting special education,Traumatic brain injury,0,0,0,1,5,0,x,x,7,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Transferred to regular education,Traumatic brain injury,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Died,Visual impairment,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Dropped out,Visual impairment,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with a regular high school diploma and received a certificate,Visual impairment,0,0,0,2,1,1,x,x,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Graduated with regular high school diploma,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,"Moved, known to be continuing",Visual impairment,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Reached maximum age,Visual impairment,-,-,-,-,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Received a certificate,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting school,Visual impairment,0,0,0,2,1,1,x,x,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Total exiting special education,Visual impairment,0,0,0,2,1,1,x,x,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Montana,Transferred to regular education,Visual impairment,0,0,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,All Disabilities,2,1,0,6,3,0,0,1,13,1,0,0,1,0,11,0,10,3,0,13
2016-2017,Nebraska,Dropped out,All Disabilities,7,20,18,38,126,117,41,7,374,91,18,4,62,0,174,25,250,124,3,371
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,All Disabilities,0,0,1,243,1262,393,95,188,2182,369,47,25,210,5,1448,78,1368,814,24,2158
2016-2017,Nebraska,Graduated with regular high school diploma,All Disabilities,0,0,1,242,1241,383,72,121,2060,351,44,24,191,5,1374,71,1295,765,22,2038
2016-2017,Nebraska,"Moved, known to be continuing",All Disabilities,394,357,295,356,235,86,28,4,1755,314,65,11,219,2,1068,76,1137,618,30,1725
2016-2017,Nebraska,Reached maximum age,All Disabilities,-,-,-,-,-,-,3,23,26,5,0,0,0,0,20,1,13,13,0,26
2016-2017,Nebraska,Received a certificate,All Disabilities,0,0,0,1,21,10,23,67,122,18,3,1,19,0,74,7,73,49,2,120
2016-2017,Nebraska,Total exiting school,All Disabilities,9,21,19,287,1391,510,139,219,2595,466,65,29,273,5,1653,104,1641,954,27,2568
2016-2017,Nebraska,Total exiting special education,All Disabilities,667,565,496,805,1739,621,169,224,5286,929,144,49,543,7,3402,212,3377,1909,69,5217
2016-2017,Nebraska,Transferred to regular education,All Disabilities,264,187,182,162,113,25,2,1,936,149,14,9,51,0,681,32,599,337,12,924
2016-2017,Nebraska,Died,Autism,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Autism,0,0,0,1,2,2,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Autism,0,0,0,13,89,34,7,36,179,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Autism,0,0,0,13,88,32,5,24,162,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Autism,25,16,14,15,5,1,6,0,82,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Autism,-,-,-,-,-,-,0,5,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Autism,0,0,0,0,1,2,2,12,17,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Autism,0,0,0,14,91,36,7,41,189,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Autism,36,19,18,37,103,37,14,41,305,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Autism,11,3,4,8,7,0,1,0,34,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Deaf-blindness,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Deaf-blindness,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Emotional disturbance,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Emotional disturbance,1,4,2,15,30,28,10,1,91,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,0,0,0,19,69,27,5,5,125,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Emotional disturbance,0,0,0,19,63,27,4,5,118,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Emotional disturbance,57,48,64,61,49,15,4,1,299,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Emotional disturbance,0,0,0,0,6,0,1,0,7,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Emotional disturbance,1,4,2,34,99,55,15,6,216,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Emotional disturbance,68,59,75,102,158,72,19,7,560,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Emotional disturbance,10,7,9,7,10,2,0,0,45,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Hearing impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Hearing impairment,0,0,0,0,0,1,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Hearing impairment,0,0,0,3,24,6,0,2,35,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Hearing impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Hearing impairment,6,4,1,7,2,2,1,0,23,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Hearing impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Hearing impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Hearing impairment,0,0,0,3,24,7,0,2,36,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Hearing impairment,8,7,3,12,28,9,1,2,70,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Hearing impairment,2,3,2,2,2,0,0,0,11,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Intellectual disability,0,0,0,0,2,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Intellectual disability,1,1,1,4,7,6,2,0,22,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Intellectual disability,0,0,0,8,46,43,39,95,231,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Intellectual disability,0,0,0,8,40,39,22,57,166,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Intellectual disability,24,37,26,23,34,9,8,1,162,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Intellectual disability,-,-,-,-,-,-,3,14,17,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Intellectual disability,0,0,0,0,6,4,17,38,65,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Intellectual disability,1,1,1,12,55,49,44,109,272,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Intellectual disability,26,40,27,35,90,60,52,111,441,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Intellectual disability,1,2,0,0,1,2,0,1,7,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Multiple disabilities,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Multiple disabilities,0,0,0,0,0,0,2,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,0,0,0,0,2,1,1,18,22,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Multiple disabilities,0,0,0,0,0,1,1,9,11,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Multiple disabilities,1,0,1,4,2,2,0,0,10,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,0,2,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Multiple disabilities,0,0,0,0,2,0,0,9,11,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Multiple disabilities,0,0,0,0,2,1,3,20,26,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Multiple disabilities,1,0,1,4,4,3,3,20,36,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Multiple disabilities,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Orthopedic impairment,0,2,0,1,1,0,1,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Orthopedic impairment,0,0,0,0,5,5,0,2,12,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Orthopedic impairment,2,3,3,1,8,5,1,2,25,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Orthopedic impairment,2,1,3,0,2,0,0,0,8,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Other health impairment,2,1,0,3,1,0,0,1,8,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Other health impairment,2,5,4,6,19,25,6,2,69,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,0,60,279,60,18,12,429,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Other health impairment,0,0,0,60,277,57,17,7,418,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Other health impairment,74,63,58,74,50,20,3,0,342,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Other health impairment,-,-,-,-,-,-,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Other health impairment,0,0,0,0,2,3,1,5,11,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Other health impairment,4,6,4,69,299,85,24,16,507,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Other health impairment,110,95,96,174,378,109,27,16,1005,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Other health impairment,32,26,34,31,29,4,0,0,156,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Specific learning disability,0,0,0,3,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Specific learning disability,3,10,11,11,66,52,19,4,176,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,0,1,123,668,190,21,10,1013,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Specific learning disability,0,0,1,122,666,189,19,9,1006,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Specific learning disability,169,157,117,149,85,30,5,1,713,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Specific learning disability,-,-,-,-,-,-,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Specific learning disability,0,0,0,1,2,1,2,1,7,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Specific learning disability,3,10,12,137,734,242,40,15,1193,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Specific learning disability,282,258,228,364,869,286,46,16,2349,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Specific learning disability,110,91,99,78,50,14,1,0,443,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Speech or language impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Speech or language impairment,0,0,0,1,2,3,1,0,7,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,0,13,54,19,3,0,89,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Speech or language impairment,37,25,12,19,5,5,0,0,103,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Speech or language impairment,0,0,0,14,56,22,4,0,96,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Speech or language impairment,132,76,40,69,71,30,4,0,422,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Speech or language impairment,95,51,28,36,10,3,0,0,223,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Traumatic brain injury,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Traumatic brain injury,0,0,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,0,3,14,4,1,7,29,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Graduated with regular high school diploma,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,"Moved, known to be continuing",Traumatic brain injury,0,2,2,3,2,1,0,1,11,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Received a certificate,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting school,Traumatic brain injury,0,0,0,3,14,4,2,7,30,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Total exiting special education,Traumatic brain injury,1,3,3,6,17,5,2,8,45,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Transferred to regular education,Traumatic brain injury,1,1,1,0,1,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Died,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Nebraska,Dropped out,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
